Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,MonthlyIncome,OverTime,PercentSalaryHike,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
30.0,No,Non-Travel,Research & Development,9.0,3.0,Male,3.0,Laboratory Technician,1.0,1.0,3072.0,,11.0,3.0,12.0,9.0,6.0
38.0,No,,Sales,7.0,4.0,Female,2.0,Sales Executive,4.0,0.0,4028.0,No,20.0,3.0,7.0,7.0,0.0
33.0,No,Travel_Rarely,Sales,2.0,4.0,Male,3.0,Sales Executive,4.0,1.0,5505.0,No,14.0,3.0,6.0,2.0,0.0
35.0,No,Non-Travel,Research & Development,8.0,3.0,Female,3.0,Healthcare Representative,3.0,1.0,4148.0,No,12.0,3.0,14.0,,2.0
26.0,No,Travel_Rarely,Research & Development,4.0,3.0,Male,3.0,Research Scientist,4.0,1.0,2875.0,Yes,20.0,2.0,8.0,5.0,2.0
,No,Travel_Frequently,Research & Development,9.0,4.0,Male,3.0,Laboratory Technician,3.0,3.0,5679.0,Yes,13.0,3.0,8.0,7.0,4.0
,No,Travel_Rarely,Research & Development,1.0,2.0,Male,3.0,Research Scientist,2.0,,6220.0,No,17.0,3.0,10.0,4.0,0.0
31.0,No,Travel_Rarely,Research & Development,2.0,2.0,Male,3.0,Laboratory Technician,3.0,1.0,3477.0,No,14.0,4.0,5.0,2.0,
52.0,No,Travel_Rarely,Research & Development,,4.0,Female,3.0,Laboratory Technician,3.0,8.0,3149.0,No,20.0,3.0,5.0,2.0,1.0
44.0,No,Travel_Rarely,Sales,28.0,4.0,Female,4.0,Sales Executive,4.0,3.0,13320.0,Yes,18.0,3.0,12.0,11.0,11.0
,,Travel_Rarely,Research & Development,7.0,1.0,Female,,Laboratory Technician,,6.0,2532.0,No,14.0,3.0,4.0,3.0,0.0
28.0,Yes,Travel_Rarely,Research & Development,12.0,3.0,Female,3.0,Laboratory Technician,4.0,,2515.0,Yes,11.0,2.0,1.0,1.0,0.0
33.0,Yes,Travel_Rarely,Research & Development,14.0,3.0,Male,3.0,Laboratory Technician,4.0,5.0,2436.0,Yes,13.0,1.0,5.0,4.0,0.0
30.0,Yes,Travel_Frequently,Research & Development,5.0,2.0,Female,3.0,Laboratory Technician,2.0,0.0,2422.0,No,17.0,3.0,3.0,2.0,1.0
30.0,Yes,Travel_Rarely,Research & Development,,,Female,3.0,Research Scientist,1.0,5.0,2657.0,Yes,11.0,3.0,5.0,2.0,0.0
28.0,No,Travel_Rarely,Research & Development,21.0,3.0,Male,3.0,Research Scientist,4.0,1.0,2713.0,No,11.0,1.0,5.0,2.0,0.0
31.0,Yes,Travel_Rarely,Sales,20.0,2.0,Female,1.0,Sales Executive,3.0,3.0,4559.0,Yes,11.0,3.0,2.0,2.0,2.0
21.0,No,Travel_Rarely,Sales,5.0,3.0,Male,3.0,Sales Representative,1.0,1.0,2380.0,Yes,11.0,3.0,,2.0,1.0
37.0,No,Travel_Frequently,Research & Development,,2.0,Male,3.0,Research Director,4.0,1.0,12185.0,Yes,14.0,3.0,10.0,8.0,0.0
38.0,No,Travel_Rarely,,4.0,4.0,Female,3.0,Laboratory Technician,3.0,7.0,3306.0,No,19.0,2.0,,0.0,0.0
25.0,,Travel_Rarely,Research & Development,1.0,4.0,Female,3.0,,2.0,1.0,2096.0,No,18.0,2.0,2.0,2.0,2.0
33.0,No,Travel_Rarely,,14.0,4.0,Female,3.0,Research Scientist,,1.0,2756.0,No,13.0,3.0,8.0,7.0,1.0
27.0,No,Travel_Rarely,Research & Development,2.0,4.0,,3.0,Laboratory Technician,1.0,1.0,2341.0,No,13.0,3.0,1.0,0.0,0.0
32.0,No,Travel_Rarely,Research & Development,3.0,3.0,Female,3.0,,1.0,1.0,6725.0,No,12.0,4.0,8.0,7.0,6.0
25.0,No,Travel_Rarely,Research & Development,7.0,4.0,Male,,Research Scientist,4.0,1.0,2889.0,,11.0,3.0,2.0,2.0,2.0
36.0,No,Travel_Rarely,Research & Development,5.0,2.0,Female,2.0,Research Scientist,1.0,9.0,3419.0,Yes,,4.0,1.0,1.0,0.0
55.0,Yes,Travel_Rarely,,2.0,4.0,Male,3.0,Manager,1.0,5.0,19859.0,Yes,13.0,3.0,5.0,2.0,1.0
42.0,No,Non-Travel,Research & Development,10.0,3.0,Male,3.0,Research Scientist,3.0,3.0,2936.0,No,22.0,2.0,6.0,3.0,3.0
22.0,Yes,Travel_Rarely,Research & Development,7.0,4.0,Male,3.0,Research Scientist,2.0,1.0,,Yes,23.0,3.0,1.0,0.0,0.0
30.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Laboratory Technician,2.0,1.0,3748.0,No,13.0,2.0,12.0,8.0,1.0
35.0,No,Travel_Rarely,Research & Development,25.0,1.0,Male,2.0,Laboratory Technician,4.0,4.0,3681.0,No,,3.0,3.0,2.0,0.0
52.0,No,Travel_Rarely,Research & Development,6.0,4.0,Male,3.0,Research Scientist,1.0,3.0,5577.0,Yes,12.0,3.0,10.0,9.0,6.0
54.0,No,Travel_Frequently,Research & Development,1.0,4.0,Female,,Manufacturing Director,3.0,7.0,10502.0,No,17.0,1.0,5.0,4.0,
52.0,Yes,Travel_Rarely,Sales,5.0,2.0,Male,3.0,Sales Executive,2.0,9.0,8446.0,Yes,19.0,2.0,8.0,7.0,7.0
34.0,Yes,Travel_Rarely,Research & Development,6.0,2.0,Male,3.0,Research Scientist,1.0,2.0,2960.0,No,11.0,3.0,4.0,2.0,
55.0,No,Travel_Rarely,Human Resources,26.0,3.0,Male,4.0,Manager,2.0,4.0,19636.0,Yes,18.0,3.0,10.0,9.0,1.0
42.0,No,Travel_Rarely,Human Resources,10.0,3.0,Female,3.0,Manager,1.0,0.0,16799.0,No,14.0,3.0,20.0,7.0,0.0
35.0,No,Travel_Frequently,Research & Development,1.0,2.0,Male,3.0,Research Scientist,1.0,4.0,2194.0,No,13.0,2.0,3.0,2.0,1.0
40.0,No,Travel_Rarely,Sales,10.0,2.0,Female,2.0,Sales Executive,2.0,7.0,6852.0,No,12.0,4.0,5.0,1.0,1.0
,No,,Research & Development,24.0,4.0,Female,3.0,Manufacturing Director,4.0,2.0,5238.0,No,20.0,2.0,5.0,,1.0
41.0,Yes,Travel_Frequently,Sales,4.0,1.0,Male,3.0,Sales Executive,2.0,1.0,9355.0,No,18.0,3.0,8.0,7.0,7.0
26.0,No,Travel_Rarely,Research & Development,6.0,3.0,Female,3.0,Laboratory Technician,4.0,1.0,2659.0,,13.0,3.0,3.0,2.0,0.0
32.0,No,Non-Travel,Sales,2.0,3.0,Female,3.0,Sales Representative,1.0,1.0,2827.0,No,12.0,3.0,1.0,0.0,0.0
38.0,No,,Human Resources,2.0,1.0,Male,3.0,Human Resources,2.0,5.0,2592.0,,13.0,3.0,11.0,10.0,3.0
22.0,No,Travel_Rarely,Research & Development,11.0,1.0,Female,3.0,Research Scientist,2.0,1.0,2244.0,No,13.0,3.0,2.0,1.0,1.0
22.0,No,Travel_Rarely,Research & Development,8.0,2.0,Male,1.0,Laboratory Technician,1.0,1.0,2451.0,No,15.0,2.0,4.0,3.0,1.0
27.0,No,Travel_Rarely,Research & Development,16.0,3.0,Female,3.0,Laboratory Technician,2.0,,2811.0,No,14.0,3.0,2.0,2.0,2.0
38.0,No,Travel_Rarely,Sales,2.0,,Female,,Sales Representative,4.0,2.0,5405.0,Yes,20.0,2.0,4.0,2.0,0.0
29.0,No,,Research & Development,19.0,,Male,3.0,Manufacturing Director,4.0,4.0,4262.0,No,12.0,4.0,3.0,2.0,1.0
28.0,Yes,Travel_Rarely,Research & Development,2.0,1.0,Male,3.0,Laboratory Technician,3.0,2.0,3485.0,No,11.0,1.0,0.0,0.0,0.0
31.0,No,,Research & Development,8.0,3.0,Female,3.0,Manufacturing Director,4.0,1.0,4424.0,No,23.0,3.0,11.0,7.0,1.0
55.0,No,Non-Travel,Research & Development,8.0,4.0,Male,2.0,Healthcare Representative,2.0,1.0,13577.0,Yes,15.0,3.0,33.0,9.0,15.0
59.0,No,Travel_Rarely,Human Resources,6.0,2.0,Male,3.0,Human Resources,3.0,8.0,2267.0,No,17.0,2.0,2.0,2.0,2.0
48.0,,Travel_Rarely,,2.0,2.0,Female,3.0,Sales Executive,,2.0,4051.0,No,14.0,3.0,9.0,7.0,6.0
43.0,No,Travel_Frequently,Research & Development,21.0,4.0,Male,3.0,Laboratory Technician,4.0,7.0,2258.0,No,20.0,3.0,3.0,2.0,1.0
35.0,No,Travel_Rarely,Research & Development,7.0,3.0,Male,,Manufacturing Director,3.0,3.0,10221.0,No,21.0,4.0,,5.0,1.0
33.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,3.0,Research Scientist,4.0,0.0,2500.0,No,,4.0,3.0,1.0,0.0
53.0,No,Travel_Rarely,Sales,2.0,1.0,Female,2.0,Manager,4.0,2.0,15427.0,No,16.0,3.0,25.0,8.0,3.0
46.0,No,Non-Travel,Sales,26.0,2.0,Male,2.0,Sales Executive,2.0,8.0,7991.0,No,15.0,3.0,2.0,2.0,2.0
31.0,No,Travel_Rarely,Human Resources,8.0,4.0,Female,4.0,Human Resources,2.0,9.0,2109.0,No,18.0,3.0,3.0,2.0,0.0
38.0,No,Travel_Rarely,Research & Development,15.0,3.0,Male,2.0,Research Director,4.0,0.0,11510.0,Yes,14.0,3.0,11.0,10.0,2.0
55.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,4.0,,4.0,2.0,14732.0,No,13.0,4.0,7.0,7.0,0.0
60.0,No,Travel_Rarely,Sales,7.0,2.0,Male,4.0,Sales Executive,4.0,0.0,5220.0,Yes,18.0,3.0,11.0,7.0,1.0
,Yes,Travel_Rarely,Research & Development,2.0,4.0,,3.0,Research Director,2.0,7.0,19246.0,Yes,12.0,3.0,31.0,,13.0
38.0,No,Travel_Frequently,Research & Development,29.0,4.0,Female,3.0,Laboratory Technician,4.0,1.0,2406.0,No,11.0,,10.0,3.0,9.0
46.0,No,Travel_Rarely,Sales,2.0,3.0,Male,3.0,Sales Executive,4.0,4.0,10368.0,Yes,12.0,2.0,10.0,6.0,0.0
28.0,No,Travel_Rarely,Research & Development,9.0,4.0,Male,3.0,Research Scientist,4.0,1.0,2070.0,,23.0,2.0,5.0,2.0,0.0
56.0,Yes,Travel_Rarely,Research & Development,7.0,4.0,Male,3.0,Laboratory Technician,3.0,8.0,2339.0,No,11.0,1.0,10.0,9.0,9.0
33.0,No,Travel_Frequently,Sales,25.0,2.0,Female,3.0,Sales Executive,3.0,1.0,4539.0,No,,2.0,10.0,7.0,0.0
40.0,No,Non-Travel,Research & Development,8.0,4.0,Male,3.0,Healthcare Representative,4.0,3.0,4069.0,Yes,18.0,3.0,2.0,2.0,2.0
27.0,Yes,Travel_Frequently,Human Resources,22.0,1.0,Female,2.0,Human Resources,2.0,1.0,,No,12.0,3.0,,0.0,0.0
26.0,No,Travel_Frequently,Research & Development,1.0,3.0,Female,3.0,Manufacturing Director,2.0,1.0,6397.0,No,20.0,1.0,6.0,5.0,1.0
,No,Non-Travel,Research & Development,2.0,2.0,Male,3.0,Manufacturing Director,4.0,2.0,,No,14.0,3.0,7.0,7.0,
33.0,No,Travel_Rarely,Research & Development,1.0,2.0,Female,2.0,Healthcare Representative,4.0,0.0,,No,14.0,3.0,5.0,0.0,1.0
40.0,Yes,Travel_Rarely,Sales,22.0,3.0,Male,2.0,Sales Executive,3.0,2.0,6380.0,Yes,12.0,3.0,6.0,4.0,1.0
34.0,Yes,Non-Travel,Research & Development,16.0,4.0,Male,1.0,Research Scientist,1.0,1.0,2307.0,,23.0,3.0,5.0,2.0,3.0
50.0,Yes,Travel_Rarely,,3.0,1.0,Male,2.0,Sales Representative,3.0,1.0,2683.0,Yes,14.0,3.0,3.0,2.0,0.0
48.0,No,Travel_Rarely,Research & Development,6.0,1.0,Male,2.0,Healthcare Representative,3.0,2.0,4240.0,No,13.0,,2.0,2.0,2.0
54.0,No,Travel_Rarely,Research & Development,7.0,4.0,Female,3.0,Research Scientist,4.0,4.0,6854.0,No,15.0,2.0,7.0,1.0,1.0
20.0,Yes,Travel_Rarely,Sales,2.0,3.0,Female,2.0,Sales Representative,3.0,1.0,,No,13.0,2.0,2.0,2.0,0.0
43.0,,Non-Travel,Research & Development,9.0,1.0,Male,3.0,Research Scientist,3.0,4.0,2438.0,No,13.0,2.0,3.0,2.0,
29.0,No,Travel_Rarely,Research & Development,29.0,4.0,Male,1.0,Healthcare Representative,3.0,8.0,6384.0,No,17.0,3.0,7.0,0.0,1.0
34.0,No,Non-Travel,Research & Development,26.0,1.0,Female,2.0,Research Scientist,3.0,1.0,2029.0,No,20.0,3.0,,4.0,0.0
42.0,Yes,Travel_Frequently,Research & Development,19.0,3.0,,4.0,Research Scientist,3.0,6.0,2759.0,Yes,12.0,3.0,2.0,2.0,2.0
27.0,No,Travel_Rarely,Research & Development,8.0,2.0,Female,,Research Scientist,3.0,,3517.0,No,17.0,3.0,3.0,2.0,0.0
19.0,Yes,Travel_Rarely,Sales,21.0,4.0,Male,2.0,Sales Representative,2.0,1.0,2121.0,Yes,13.0,4.0,1.0,0.0,0.0
39.0,No,Travel_Rarely,Research & Development,1.0,4.0,Female,2.0,Manufacturing Director,4.0,1.0,12742.0,No,16.0,3.0,21.0,6.0,11.0
27.0,No,Travel_Rarely,Research & Development,9.0,4.0,Female,3.0,Research Scientist,2.0,1.0,2279.0,,16.0,2.0,7.0,7.0,0.0
59.0,No,Travel_Rarely,Research & Development,18.0,4.0,Male,3.0,Manufacturing Director,4.0,6.0,10512.0,No,12.0,2.0,9.0,7.0,5.0
31.0,No,Travel_Rarely,Sales,7.0,3.0,Male,2.0,Manager,4.0,9.0,11557.0,No,21.0,2.0,5.0,4.0,0.0
28.0,No,Travel_Rarely,Research & Development,19.0,4.0,,2.0,Laboratory Technician,,1.0,3196.0,No,,3.0,6.0,5.0,3.0
34.0,No,Non-Travel,Sales,,3.0,Female,3.0,Sales Executive,3.0,9.0,6538.0,No,15.0,3.0,3.0,2.0,1.0
31.0,No,Travel_Rarely,Sales,7.0,2.0,Male,2.0,Sales Representative,3.0,3.0,2329.0,No,15.0,4.0,7.0,7.0,5.0
53.0,No,Travel_Frequently,Sales,2.0,3.0,Female,2.0,Sales Executive,2.0,2.0,7525.0,No,,3.0,15.0,7.0,6.0
41.0,No,Travel_Rarely,Research & Development,28.0,1.0,Female,2.0,Manufacturing Director,2.0,0.0,13570.0,No,23.0,3.0,20.0,7.0,0.0
54.0,No,,Research & Development,17.0,3.0,Female,3.0,Manufacturing Director,3.0,8.0,10739.0,No,11.0,3.0,10.0,7.0,0.0
30.0,No,Non-Travel,Research & Development,3.0,3.0,,3.0,Laboratory Technician,4.0,4.0,2097.0,No,15.0,1.0,5.0,3.0,1.0
49.0,No,Travel_Rarely,Research & Development,7.0,2.0,Male,2.0,Healthcare Representative,3.0,8.0,10965.0,No,24.0,3.0,5.0,2.0,0.0
46.0,No,Travel_Rarely,Research & Development,18.0,3.0,Female,3.0,,3.0,2.0,4810.0,No,14.0,2.0,10.0,7.0,0.0
36.0,No,Travel_Rarely,Research & Development,6.0,2.0,Female,4.0,Laboratory Technician,4.0,3.0,3038.0,No,12.0,3.0,1.0,0.0,0.0
32.0,Yes,Travel_Frequently,Research & Development,5.0,1.0,Female,4.0,,3.0,3.0,2432.0,Yes,14.0,3.0,4.0,,0.0
27.0,No,Travel_Rarely,Research & Development,19.0,4.0,Male,2.0,Laboratory Technician,1.0,1.0,4066.0,No,11.0,3.0,7.0,7.0,0.0
32.0,No,Travel_Rarely,Research & Development,9.0,1.0,Female,3.0,Research Scientist,4.0,1.0,6322.0,Yes,12.0,2.0,6.0,4.0,0.0
29.0,No,Travel_Rarely,Research & Development,8.0,2.0,Male,2.0,Manufacturing Director,4.0,1.0,5056.0,Yes,15.0,2.0,10.0,7.0,1.0
37.0,No,Travel_Rarely,Research & Development,21.0,2.0,Male,4.0,Research Scientist,1.0,1.0,3564.0,Yes,12.0,2.0,8.0,7.0,1.0
,No,Travel_Rarely,Research & Development,7.0,3.0,Male,2.0,Laboratory Technician,4.0,1.0,2690.0,No,18.0,2.0,1.0,0.0,0.0
51.0,No,Travel_Rarely,Sales,26.0,1.0,Female,3.0,Manager,,2.0,16307.0,No,14.0,2.0,20.0,6.0,4.0
34.0,No,Travel_Rarely,,6.0,3.0,Female,2.0,Research Scientist,2.0,6.0,4505.0,No,15.0,3.0,1.0,0.0,0.0
40.0,No,Travel_Rarely,Sales,2.0,3.0,Female,3.0,Manager,3.0,0.0,18041.0,No,14.0,3.0,20.0,15.0,1.0
,No,Travel_Frequently,,1.0,4.0,Male,3.0,Human Resources,2.0,0.0,2991.0,Yes,11.0,3.0,6.0,2.0,1.0
48.0,No,Travel_Rarely,Research & Development,4.0,4.0,Male,3.0,Manufacturing Director,4.0,1.0,7898.0,No,11.0,3.0,10.0,9.0,0.0
42.0,No,Travel_Rarely,Research & Development,29.0,2.0,Male,3.0,Manufacturing Director,2.0,1.0,4434.0,No,13.0,2.0,9.0,8.0,7.0
31.0,No,Non-Travel,Research & Development,10.0,3.0,Female,3.0,Research Director,3.0,4.0,11031.0,No,20.0,4.0,11.0,7.0,4.0
46.0,Yes,Travel_Rarely,Sales,9.0,3.0,Male,2.0,Sales Executive,4.0,1.0,9619.0,No,16.0,3.0,9.0,8.0,4.0
